nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm1234835,Fabian Wagner,1978.0,,"cinematographer,camera_department,producer","tt1475582,tt1976009,tt0944947,tt4530422"
nm1234876,Fredrik Wenzel,1979.0,,"cinematographer,camera_department,editor","tt4995790,tt2121382,tt2835536,tt10064562"
nm1234893,Sylvain White,,,"director,writer,producer","tt0480255,tt0775539,tt2149175,tt2354215"
nm1235292,Kim Sang-kyung,1972.0,,actor,"tt3375978,tt4412686,tt0800341,tt0353969"
nm1235366,Bret McKenzie,1976.0,,"soundtrack,writer,actor","tt0863046,tt1204342,tt0167260,tt2281587"
nm1235530,Michael Urie,1980.0,,"actor,producer,director","tt1657299,tt2076216,tt0805669,tt2852262"
nm1235776,Zoie Palmer,,,"actress,soundtrack","tt1821374,tt1314655,tt2301147,tt1429449"
nm1236625,Martin Gero,1977.0,,"producer,writer,miscellaneous","tt1794147,tt1255913,tt0374455,tt4474344"
nm1236653,Christopher L. Yost,1973.0,,"writer,miscellaneous,producer","tt0837143,tt3501632,tt8111088,tt1981115"
nm1236705,Jonathan Shapiro,,,"producer,writer,miscellaneous","tt2741602,tt0118437,tt1949012,tt4354880"
nm1237235,Ronnie Gene Blevins,1977.0,,"actor,writer,producer","tt4472508,tt4354756,tt7069210,tt11252248"
nm1237541,Courtney Halverson,1989.0,,actress,"tt2356777,tt6182078,tt3713166"
nm1238337,Vijay Maurya,1972.0,,"actor,writer,music_department","tt0400234,tt4687508,tt2317337,tt2395469"
nm1238555,JD Pardo,1980.0,,"actor,producer","tt0356470,tt0787484,tt0882977,tt1673434"
nm1238801,Nick Santora,,,"producer,writer,miscellaneous","tt0455275,tt3514324,tt10580064,tt0450314"
nm1238838,Mark Schulz,,,"composer,soundtrack,music_department","tt0758926,tt0330597,tt0490076,tt0486554"
nm1238855,Germán Servidio,1982.0,,"writer,director,assistant_director","tt3011894,tt0496225,tt3653588,tt0462570"
nm1238875,Naomi Sheridan,,,"writer,director,actress","tt0097937,tt7696214,tt0298845,tt5563300"
nm1239499,Rory Kinnear,1976.0,,"actor,soundtrack","tt2084970,tt2628232,tt1074638,tt0830515"
nm1240085,Sam Levy,,,"cinematographer,camera_department,producer","tt2347569,tt1791682,tt4925292,tt2872462"
nm1240204,Tracey Becker,,,"producer,miscellaneous","tt4682592,tt0308644,tt2081374,tt1435513"
nm1240300,Juri Seppä,,,"composer,music_department,sound_department","tt1401143,tt5262450,tt2088003,tt6616260"
nm1240326,W. Bruce Cameron,,,"writer,producer,actor","tt7616798,tt2369600,tt1753383,tt0312081"
nm1240647,Nicolás López,1983.0,,"writer,producer,director","tt1780762,tt1668209,tt3605418,tt0415219"
nm1240783,Lara Alameddine,,,"producer,director,writer","tt4667106,tt2241351,tt0352555,tt4652650"
nm1241511,Orto Ignatiussen,1959.0,2019.0,"actor,miscellaneous","tt1454468,tt2735996,tt3277552,tt0271003"
nm1241555,Jitendra Joshi,,,"actor,writer,music_department","tt6120548,tt1830802,tt2302945,tt1573482"
nm1242054,James Ponsoldt,1978.0,,"producer,director,writer","tt4287320,tt3416744,tt2063781,tt1714206"
nm1242274,Johanna Sinisalo,1958.0,,"writer,script_department","tt1034314,tt0185117,tt3038708,tt1092316"
nm1242522,Ray Wright,,,writer,"tt0795351,tt0455407,tt2639336,tt2098719"
nm1242613,Sage Brocklebank,1978.0,,"actor,producer,casting_department","tt3298030,tt3829266,tt1122836,tt0460780"
nm1242688,Josh Hutcherson,1992.0,,"actor,producer,soundtrack","tt1392170,tt1951266,tt1951265,tt1951264"
nm1242846,Nicholas Thomas,1976.0,,"writer,producer,director","tt1924435,tt4168986,tt7734218,tt1138485"
nm1243731,Shekhar Ravjiani,,,"soundtrack,composer,music_department","tt1024943,tt2112124,tt1562871,tt4832640"
nm1243877,Sammy Lee,,,producer,"tt0340855,tt0331811,tt0325596,tt0404390"
nm1243905,Michael Gracey,,,"visual_effects,director,producer","tt0277941,tt1485796,tt2066051,tt4907198"
nm1243922,Karim Abdel Aziz,1975.0,,actor,"tt10515086,tt3461252,tt1961311,tt1650844"
nm1244069,Kenya Barris,1974.0,,"writer,producer,miscellaneous","tt3564472,tt7018644,tt10311562,tt3487356"
nm1244349,Dale Cornelius,,,"composer,sound_department,music_department","tt2375720,tt1242527,tt0978762,tt2245346"
nm1244760,Amole Gupte,,,"actor,writer,director","tt0986264,tt1274295,tt1907761,tt7291466"
nm1244808,Justin Haythe,,,"writer,producer","tt0959337,tt0882977,tt4731136,tt1210819"
nm1245146,Scott Lobdell,1963.0,,"writer,producer,miscellaneous","tt5308322,tt0331933,tt12280510,tt8155288"
nm1245249,Tim McGahan,,,"producer,cinematographer,camera_department","tt3357218,tt1072748,tt2397535"
nm1245863,Rafe Spall,1983.0,,actor,"tt1596363,tt0425112,tt0454876,tt5638642"
nm1246047,Adriana Ugarte,1985.0,,"actress,soundtrack","tt0301592,tt1864750,tt4326444,tt6908274"
nm1246087,Tripp Vinson,,,"producer,executive","tt0373051,tt0331811,tt2126355,tt0406816"
nm1246724,Su-an Kim,,,actress,"tt5969696,tt5700672,tt6449358,tt7160070"
nm1247295,Michael Urban,1969.0,,"writer,producer","tt0332375,tt2330206,tt7057238,tt1992278"
nm1247407,Julia Jones,1981.0,,actress,"tt1325004,tt8111088,tt5362988,tt0475784"
nm1247462,Christopher Smith,1970.0,,"director,writer,animation_department","tt1181791,tt0381966,tt0464196,tt1187064"
nm1247503,Alex Garcia,1979.0,,"production_manager,producer,miscellaneous","tt3731562,tt0412142,tt7846844,tt3850590"
nm1247584,Mark Gill,,,"producer,executive","tt3014866,tt1846589,tt1197624,tt1959563"
nm1247594,Rachel Shane,,,"producer,miscellaneous,executive","tt2582782,tt1840309,tt0385887,tt8688634"
nm1247772,Bel Berlinck,,,"producer,miscellaneous","tt0861689,tt0317248,tt1921149,tt7825208"
nm1247793,Matthew Billingsly,,,"writer,miscellaneous","tt0281820,tt0283139,tt4276812,tt4173466"
nm1248268,Kenny Gioseffi,,,"camera_department,cinematographer","tt0413572,tt0124819,tt0259386,tt0482635"
nm1248357,Cindy Davis,1967.0,,"miscellaneous,writer","tt5814534,tt0245429,tt0347149,tt0087544"
nm1248358,Donald H. Hewitt,1964.0,,"miscellaneous,writer,editor","tt0087544,tt0245429,tt0347149,tt0347618"
nm1248373,Gina Holden,1975.0,,"actress,producer","tt0414982,tt0457297,tt1477076,tt0758730"
nm1248393,Rachel Hurd-Wood,1990.0,,actress,"tt0970452,tt0316396,tt0396171,tt1456941"
nm1248824,Mark O'Rowe,,,"writer,director,actor","tt0332658,tt7736572,tt1441940,tt1078188"
nm1249052,Riccardo Scamarcio,1979.0,,"actor,producer,writer","tt4425200,tt1405810,tt0388483,tt0418110"
nm1249256,Larry the Cable Guy,1963.0,,"actor,producer,writer","tt0462395,tt0317219,tt0800003,tt1216475"
nm1249512,Solomon Burke Jr.,,,actor,"tt0283139,tt0244365,tt1578873,tt1001482"
nm1249574,Phellipe Haagensen,1984.0,,actor,"tt0316969,tt0364801,tt1054119,tt0317248"
nm1249684,Jeff Rendell,,,"actor,writer","tt8418214,tt0303816,tt0462322"
nm1249752,Edwin Wright,,,actor,"tt3205376,tt4779682,tt0360717,tt3672742"
nm1249995,Dylan Clark,,,"producer,camera_department,miscellaneous","tt2226597,tt3450958,tt1483013,tt1318514"
nm1250070,Jeremy Kleiner,,,"producer,miscellaneous","tt1020072,tt7125860,tt2024544,tt4975722"
nm1250791,Sterling K. Brown,1976.0,,"actor,producer,soundtrack","tt3829266,tt1825683,tt5555260,tt5834262"
nm1250935,Sudeep Chatterjee,,,"cinematographer,camera_department","tt1833673,tt0871510,tt3735246,tt5935704"
nm1251505,Climax Golden Twins,,,composer,"tt1764644,tt0449066,tt0261983,tt1989475"
nm1252389,Jaume Martí,1975.0,,"editor,editorial_department,sound_department","tt3416532,tt0800241,tt4857264,tt0422272"
nm1253273,Zoe Slusar,,,"actress,producer,director","tt1943789,tt1826773,tt1945221,tt0280249"
nm1253936,Patrick d'Assumçao,,,"actor,soundtrack","tt9806192,tt2852458,tt7943036,tt4607228"
nm1254072,Steve Olson,,,actor,"tt0280249,tt0159182,tt4338226,tt0257294"
nm1254338,Robert May,,,"producer,director,writer","tt6547944,tt0340377,tt0487195,tt2925642"
nm1255565,Jaume Roures,1950.0,,"producer,director,executive","tt1692486,tt1605783,tt0497465,tt0319769"
nm1256143,David Kerr,1967.0,,"director,producer,actor","tt0499410,tt2674806,tt2058303,tt6921996"
nm1256362,David Alexanian,,,"producer,writer,director","tt1441912,tt0959858,tt0287112,tt0403778"
nm1256532,Jon Bernthal,1976.0,,"actor,miscellaneous","tt2140479,tt3890160,tt0993846,tt2713180"
nm1256602,Devon Bostick,1991.0,,"actor,producer,writer","tt3967856,tt2661044,tt4630444,tt1650043"
nm1256768,Tracy Chevalier,1962.0,,writer,"tt4399658,tt7086986,tt0335119,tt2759328"
nm1256846,Olivier Bugge Coutté,1970.0,,"editor,producer,director","tt2217859,tt1532503,tt1736633,tt6304046"
nm1257214,Maryann Garger,,,"producer,production_manager,miscellaneous","tt0424095,tt0375568,tt0120794,tt11768948"
nm1257280,Matthew Gravelle,1976.0,,actor,"tt3210686,tt1708951,tt3919200,tt2249364"
nm1257282,Claudia Grazioso,,,"writer,producer","tt0772146,tt0368578,tt5158032,tt2486490"
nm1257420,Jakob Ihre,1975.0,,"cinematographer,camera_department","tt1736633,tt2217859,tt6304046,tt7366338"
nm1257480,Rufus Jones,1975.0,,"actor,writer,producer","tt5603098,tt2375858,tt2554946,tt3610926"
nm1258686,Joachim Trier,1974.0,,"director,writer,soundtrack","tt2217859,tt0827517,tt1736633,tt6304046"
nm1258777,Eskil Vogt,1974.0,,"writer,director,producer","tt2217859,tt1736633,tt6304046,tt2616810"
nm1258797,Sarah Waters,1966.0,,writer,"tt0423651,tt4016934,tt1116182,tt6859762"
nm1258965,Craig Borten,,,"writer,actor,producer","tt2006295,tt0790636,tt8750570"
nm1258970,Russell Brand,1975.0,,"actor,producer,writer","tt1226229,tt0800039,tt1334512,tt1336608"
nm1259002,Elliot Cowan,1976.0,,"actor,writer,producer","tt0385752,tt1117666,tt0346491,tt1045670"
nm1259504,Mason Novick,1974.0,,"producer,manager,actor","tt0467406,tt1022603,tt5640450,tt5610554"
nm1259610,Sean O'Keefe,,,"writer,producer,miscellaneous","tt4338688,tt8629748"
nm1259728,Michael Cunningham,1952.0,,"producer,writer,actor","tt0765447,tt2137109,tt0359423,tt0274558"
nm1259737,Andrew J. Curtis,,,"producer,legal","tt0415160,tt2106699,tt1233301,tt4188192"
nm1259832,Jennifer Stone,1993.0,,"actress,producer,writer","tt0327137,tt0412142,tt0799922,tt8835200"
nm1259871,John Crowley,1969.0,,director,"tt0332658,tt1078188,tt2218003,tt2381111"
nm1259998,Mike Carey,1959.0,,"writer,producer","tt4547056,tt9183206,tt0300576,tt1740829"
nm1260544,Oscar Faura,,,"camera_department,cinematographer","tt0464141,tt1649419,tt3416532,tt4881806"
nm1260845,Karan Kashyap,,,"assistant_director,miscellaneous,writer","tt0292490,tt9900050,tt0461936,tt0871510"
nm1261078,Linda McDonough,,,"producer,miscellaneous","tt0246578,tt0780504,tt1731141,tt0831887"
nm1261997,Justin Hartley,1977.0,,"actor,director,writer","tt0279600,tt6359956,tt5555260,tt1837642"
nm1262166,Ariel Gade,1997.0,,actress,"tt0460651,tt0758730,tt0326856,tt0382628"
nm1262626,Mads Heldtberg,1980.0,,"sound_department,composer,music_department","tt2530936,tt2389182,tt1984153,tt1853739"
nm1263280,Barney Clark,1993.0,,"actor,camera_department,producer","tt0276276,tt0379976,tt0380599,tt0407368"
nm1263796,Judit Maull,,,"producer,miscellaneous","tt9619798,tt10682266,tt1648179,tt0960144"
nm1263939,Danielle Panabaker,1987.0,,"actress,producer,soundtrack","tt0405325,tt3107288,tt0376591,tt0758746"
nm1264352,Susanna White,1960.0,,"director,producer,miscellaneous","tt1956017,tt1415283,tt0995832,tt1995390"
nm1265067,50 Cent,1975.0,,"soundtrack,actor,producer","tt0430308,tt3079380,tt3281796,tt1211956"
nm1265802,Josh Gad,1981.0,,"actor,producer,writer","tt2120120,tt4520988,tt2294629,tt2771200"
nm1265901,Jamie Gross,1983.0,,"editor,editorial_department,miscellaneous","tt0775529,tt1489887,tt1470023,tt2704998"
nm1265913,Lisa Gunning,1972.0,,"editor,director,editorial_department","tt1441952,tt2322441,tt1266029,tt1931533"
nm1266897,Johannes Roberts,1976.0,,"director,writer,producer","tt0337598,tt1986953,tt2932536,tt6920084"
nm1267492,Nathan Alexander,,,"producer,writer,miscellaneous","tt0985699,tt1289417,tt8888168,tt0202677"
nm1267552,Taraneh Alidoosti,1984.0,,"actress,producer","tt0329347,tt5186714,tt1360860,tt2245049"
nm1267873,Simon Brooks,,,producer,"tt3886612,tt1638002,tt0375210,tt10823444"
nm1267888,Todd Bryanton,,,"composer,music_department,sound_department","tt5669936,tt6143568,tt0410764,tt1658837"
nm1268158,Dania Ramirez,1979.0,,"actress,producer","tt0376994,tt1605630,tt0813715,tt1547234"
nm1268336,Thomas Eidson,,,"writer,producer",tt0338188
nm1268359,François-Eudes Chanfrault,1974.0,2016.0,"composer,soundtrack,music_department","tt0338095,tt0454841,tt0856288,tt4106306"
nm1268625,Lizie Gower,,,"producer,executive","tt0337876,tt1438221,tt0420835,tt2076207"
nm1268637,Daniel Grao,1976.0,,actor,"tt4326444,tt0283900,tt1277973,tt1512685"
nm1268748,Tamer Hassan,1968.0,,"actor,producer,writer","tt1646980,tt0375912,tt0372784,tt0342258"
nm1268821,Leah Holzer,,,"producer,miscellaneous,sound_department","tt2179116,tt4669986,tt3224458,tt10265034"
nm1268888,Oliver James,1980.0,,"actor,soundtrack","tt0815057,tt0286788,tt0361696,tt1276107"
nm1268896,Patrick Jean,,,"director,writer,producer","tt3706556,tt1635656,tt2120120,tt2593298"
nm1269404,Brett Matthews,,,"producer,miscellaneous,writer","tt0303461,tt3921180,tt1405406,tt8103070"
nm1269723,Adam Pally,1982.0,,"actor,producer,writer","tt1300854,tt1860213,tt5816374,tt3794354"
nm1269729,Jatin Pandit,,,"composer,soundtrack,music_department","tt0172684,tt0248126,tt0213890,tt0439662"
nm1269730,Lalit Pandit,,,"composer,soundtrack,music_department","tt0248126,tt0213890,tt1620719,tt0172684"
nm1269733,Connor Paolo,1990.0,,actor,"tt0469641,tt1464580,tt0346491,tt3352390"
nm1269983,Krysten Ritter,1981.0,,"actress,producer,director","tt1126590,tt2357547,tt0903747,tt1819509"
nm1270009,Genesis Rodriguez,1987.0,,actress,"tt2245084,tt1568338,tt3099498,tt2094018"
nm1270033,David M. Rosenthal,1969.0,,"director,writer,producer","tt1540741,tt1509130,tt3862750"
nm1270095,Allison Scagliotti,1990.0,,"actress,soundtrack,director","tt1132290,tt0796264,tt3868848,tt2145637"
nm1270585,Skip Williamson,,,"producer,music_department,actor","tt0479884,tt0320691,tt1034032,tt0834001"
nm1270590,Andreas Wilson,1981.0,,actor,"tt0338309,tt1388391,tt2180271,tt0780645"
nm1270781,Alfonso Herrera,1983.0,,"actor,music_department,soundtrack","tt0318292,tt2431438,tt4547514,tt5368542"
nm1270857,Dorian Brown Pham,1979.0,,actress,"tt8619822,tt8151874,tt1703925,tt4577466"
nm1271341,Karyn Bosnak,1972.0,,"producer,writer","tt0268792,tt0770703,tt0108821,tt0296301"
nm1272258,Per Scheel Krüger,1968.0,,actor,"tt2438644,tt1514717,tt1512897,tt0826760"
nm1272773,Prachya Pinkaew,1962.0,,"producer,director,writer","tt0427954,tt1183252,tt0368909,tt0785035"
nm1272833,Yun Qu,,,actress,"tt0351467,tt6840724,tt11258944,tt0446059"
nm1273099,Erik Sommers,,,"producer,writer,miscellaneous","tt6320628,tt2283362,tt2250912,tt5095030"
nm1273148,Alec Sulkin,1973.0,,"actor,producer,writer","tt0182576,tt2557490,tt1637725,tt2637276"
nm1273397,Wellesley Wild,1972.0,,"producer,writer,actor","tt1637725,tt2557490,tt0182576,tt2637276"
nm1273697,Quim Gutiérrez,1981.0,,"actor,soundtrack","tt0452971,tt1935914,tt1772250,tt3510480"
nm1273708,David Henrie,1989.0,,"actor,writer,director","tt3450650,tt1810683"
nm1274152,Julie R. Ølgaard,1981.0,,"actress,writer,producer","tt0826760,tt1614989,tt0457655,tt1221129"
nm1274355,Lauren Schmidt,,,"producer,writer,miscellaneous","tt5180504,tt0200276,tt0770521,tt3322312"
nm1274442,Dana Bunescu,1969.0,,"sound_department,editor,actress","tt1032846,tt2187115,tt6125690,tt9662422"
nm1274516,Daniel Handler,1970.0,,"writer,producer,actor","tt0339291,tt2169018,tt4834206,tt0365407"
nm1274594,Ehud Yonay,,,"writer,talent_agent",tt0092099
nm1274797,Jessica Barth,,,"actress,producer,writer","tt2637276,tt0435705,tt1637725,tt0425061"
nm1275259,Alexandra Daddario,1986.0,,"actress,soundtrack,producer","tt1572315,tt0814255,tt1854564,tt1469304"
nm1275326,Peter Del Vecho,1958.0,,"producer,miscellaneous,actor","tt2294629,tt0133240,tt4520988,tt0780521"
nm1275406,Yong Dong,,,actor,"tt10568266,tt11474084,tt10101720,tt0446059"
nm1275670,Jeremy Garelick,1975.0,,"producer,writer,director","tt0280486,tt7768010,tt0884732,tt0452594"
nm1276066,Young-gyu Jang,1968.0,,"composer,music_department,soundtrack","tt0456912,tt5700672,tt0901487,tt5215952"
nm1276507,Alex Macqueen,1974.0,,actor,"tt3312830,tt1226774,tt3205376,tt1341167"
nm1276549,Shirley Manson,1966.0,,"actress,soundtrack,music_department","tt0851851,tt1403981,tt0143145,tt1686821"
nm1277177,Derek Richardson,1976.0,,actor,"tt0805664,tt0412142,tt0329028,tt0450278"
nm1278274,Michael A. Pierce,,,"producer,director,actor","tt0402910,tt0404390,tt0318374,tt0918575"
nm1279472,Bruce Gleeson,,,"miscellaneous,actor","tt0455824,tt0277941,tt1270761,tt1456941"
nm1279573,F. Javier Gutiérrez,1973.0,,"director,writer,producer","tt0336074,tt1841642,tt0498381,tt0984155"
nm1279638,Noah Hawley,,,"writer,producer,miscellaneous","tt2802850,tt4682804,tt4756228,tt5114356"
nm1279721,Sharon Horgan,1970.0,,"actress,producer,writer","tt0867005,tt4374208,tt8430356,tt2704998"
nm1280145,Lim Soo-jung,1980.0,,actress,"tt1826714,tt0497137,tt2173264,tt0365376"
nm1280156,Brian Linse,,,producer,"tt0292963,tt0312609,tt0460734,tt3591398"
nm1280672,Nancy Oliver,1955.0,,"producer,writer,miscellaneous","tt0844441,tt0248654,tt0805564,tt0483536"
nm1281191,Chris Shafer,,,"writer,actor,assistant_director","tt4907198,tt0443465,tt2139555,tt11024272"
nm1281229,Hugo Silva,1977.0,,"actor,soundtrack","tt0475464,tt1937149,tt3185924,tt4136774"
nm1281443,Scott Thorson,1959.0,,writer,"tt0081857,tt0463399,tt1291580,tt0303459"
nm1282412,Stefanie Azpiazu,,,"producer,miscellaneous","tt5536610,tt2390361,tt6485928,tt0383028"
nm1282634,Ismail 'Niko' Canlisoy,,,"editor,editorial_department","tt0421625,tt1668191,tt0499262,tt0342012"
nm1282966,O-T Fagbenle,1981.0,,"actor,writer,director","tt0275821,tt3177524,tt3162138,tt5834204"
nm1284081,Rodrigo Pimentel,1971.0,,"writer,producer","tt0296108,tt1555149,tt0861739,tt0340468"
nm1284391,Yosif Shamli,,,actor,"tt1909015,tt1264914,tt1426361,tt13624962"
nm1284428,Vinay Kumar Sinha,,2020.0,"producer,production_manager,director","tt0271432,tt13004188,tt0155997,tt0109117"
nm1284450,Luiz Eduardo Soares,,,writer,"tt8150228,tt0340468,tt0861739,tt6346630"
nm1284570,Özlem Tekin,1971.0,,"actress,music_department,soundtrack","tt0826631,tt0827503,tt2239964,tt5580708"
nm1284690,Vladimir Vdovichenkov,1971.0,,actor,"tt6537238,tt2802154,tt1097014,tt0459924"
nm1285162,Matthew Morrison,1978.0,,"actor,soundtrack,producer","tt0480242,tt13437728,tt1327801,tt1586265"
nm1285508,Melle Powers,,,"actress,miscellaneous,animation_department","tt0098844,tt0203259,tt0914387,tt2741602"
nm1285613,Andrew Jarecki,1963.0,,"music_department,producer,director","tt0342172,tt1175709,tt1584016,tt4299972"
nm1285750,Andrew Jimenez,,,"visual_effects,animation_department,composer","tt0145487,tt1964418,tt0129167,tt0181739"
nm1286060,Chase Palmer,,,"writer,producer,director","tt0138704,tt1396484,tt0344105,tt9598214"
nm1286340,Angela Robinson,1971.0,,"producer,writer,director","tt0367631,tt0337953,tt6133130,tt1229413"
nm1286457,Ron Halpern,,,"producer,actor,miscellaneous","tt1340800,tt2056771,tt2024469,tt1109624"
nm1286491,Michael Bond,1926.0,2017.0,"writer,miscellaneous,camera_department","tt4468740,tt7772600,tt1109624,tt0259777"
nm1286500,George Wing,,,"writer,producer","tt7309654,tt0425326,tt0343660,tt1593756"
nm1287602,Rio Kanno,1993.0,,actress,"tt0424430,tt0930083,tt0796087,tt0308379"
nm1287636,Malcolm David Kelley,1992.0,,"actor,composer","tt0411008,tt2996852,tt5024912,tt5390504"
nm1288150,Jabez Olssen,1975.0,,"editor,editorial_department,actor","tt3748528,tt0120737,tt0167261,tt1170358"
nm1288503,Todd Schulman,,,"producer,director,miscellaneous","tt8679236,tt8851668,tt1645170,tt0443453"
nm1288603,Dandan Song,1961.0,,actress,"tt0262470,tt0385004,tt1451537,tt4156552"
nm1288648,Jérémy Streliski,,,"production_designer,set_decorator,assistant_director","tt1146320,tt0814685,tt4216902,tt1183276"
nm1288712,Cécile Telerman,,,"writer,director,producer","tt2571502,tt1401625,tt0412298,tt0308152"
nm1288766,Phil Traill,1973.0,,"director,producer,writer","tt0339011,tt0388870,tt2741950,tt0881891"
nm1288904,Mitchell Waxman,,,"producer,assistant_director,director","tt8781414,tt6905442,tt0298203,tt11989132"
nm1288961,Nicolas Wright,,,"actor,writer,editor","tt0430690,tt2334879,tt1628841,tt0825695"
nm1289249,Alex Levine,,,"script_department,writer,producer","tt0374455,tt8369840,tt1059475,tt2234222"
nm1289351,Barry Sloane,1981.0,,"actor,producer","tt1837642,tt5541338,tt10417512,tt3487410"
nm1289414,Tôru Ohkawa,1960.0,,actor,"tt0421357,tt0374407,tt0138919,tt0385700"
nm1289434,Emily Blunt,1983.0,,"actress,soundtrack,miscellaneous","tt1631867,tt1385826,tt1441952,tt0458352"
nm1289528,Norah Jones,1979.0,,"soundtrack,actress,music_department","tt0313737,tt1637725,tt0765120,tt0314331"
nm1290014,Christophe Turpin,,,"writer,assistant_director,director","tt1130988,tt0477988,tt1638328,tt2119511"
nm1290029,Mirei Oguchi,,,actress,tt0308379
nm1290515,Antonio Campos,1983.0,,"producer,director,writer","tt0462215,tt7395114,tt1441326,tt1224366"
nm1290582,Michael B. Gordon,1976.0,,"writer,miscellaneous","tt0416449,tt1046173,tt1103173,tt0280380"
nm1291105,J.A. Bayona,1975.0,,"director,producer,writer","tt0464141,tt1649419,tt3416532,tt4881806"
nm1291145,Anna Gerb,,,"producer,casting_department,miscellaneous","tt1615147,tt2017038,tt2937898,tt1488606"
nm1291227,Moon Bloodgood,1975.0,,"actress,music_department","tt1433108,tt1866249,tt0438488,tt0397313"
nm1291392,Keith Bunin,,,"writer,editor","tt2210474,tt7146812,tt1528071,tt1792637"
nm1291566,Nicolas Chartier,,,"producer,actor,executive","tt8784956,tt4986098,tt0887912,tt4680182"
nm1292052,Gail Egan,,,"producer,writer,executive","tt1972571,tt0387131,tt0861689,tt1045670"
nm1292111,Asier Etxeandia,1975.0,,"actor,soundtrack","tt2734566,tt8291806,tt2955402,tt3480886"
nm1292502,Bingo Gubelmann,,,"producer,executive,actor","tt1481572,tt1683526,tt1969062,tt5783956"
nm1292891,Jinglei Xu,1974.0,,"producer,actress,director","tt0424234,tt1621780,tt0379587,tt0913968"
nm1293297,Stephanie Langhoff,,,"producer,miscellaneous,actress","tt1862079,tt3061830,tt1571249"
nm1293367,Larry Lieber,1931.0,,"writer,miscellaneous","tt4154796,tt3501632,tt0371746,tt0478970"
nm1293644,Ivan Massagué,1976.0,,"actor,soundtrack","tt1788634,tt0457430,tt1442434,tt8228288"
nm1293863,Hiroyuki Morita,1964.0,,"director,art_department,animation_department","tt0347246,tt0347618,tt0156887,tt0094625"
nm1293885,Bobby Moynihan,1977.0,,"actor,soundtrack,writer","tt0072562,tt0458290,tt11237954,tt10662034"
nm1294036,Nima Nourizadeh,1977.0,,"director,editor","tt1636826,tt5563306,tt3316948,tt2388655"
nm1294541,Judith Rivière Kawa,,,"editorial_department,editor,actress","tt0424205,tt0304547,tt0364517,tt0806029"
nm1294664,Ellar Coltrane,1994.0,,"actor,producer,production_designer","tt1065073,tt4287320,tt7428820,tt5499886"
nm1294961,Michael Spierig,,,"director,writer,visual_effects","tt1072748,tt0339840,tt0433362,tt2397535"
nm1294962,Peter Spierig,,,"director,writer,composer","tt0339840,tt0433362,tt1072748,tt2397535"
nm1295147,Tefa,,,"actor,writer,composer","tt0343426,tt0804540,tt0386695,tt0864779"
nm1295161,Florian Tessloff,1978.0,,"composer,music_department,sound_department","tt11349196,tt5571814,tt0765432,tt7664388"
nm1296102,Edward Hogg,1979.0,,actor,"tt1617661,tt1034419,tt1521197,tt0309912"
nm1296461,Zach Shields,,,"producer,writer,soundtrack","tt3850590,tt3741700,tt5110046,tt5034838"
nm1296515,Rodney To,,,"actor,producer,director","tt4465472,tt1266020,tt6474378,tt5348176"
nm1296554,Ben Wheatley,1972.0,,"director,writer,editor","tt0462335,tt1788391,tt2023690,tt4158096"
nm1296729,Jantje Friese,1977.0,,"writer,producer,actress","tt3042408,tt5753856,tt9319668,tt1361835"
nm1297015,Emma Stone,1988.0,,"actress,soundtrack,producer","tt1454029,tt1282140,tt2562232,tt3783958"
nm1297121,Joon-dong Lee,,,producer,"tt2972362,tt7282468,tt1287875,tt1287878"
nm1297510,Stephen Traynor,,,"production_manager,producer,miscellaneous","tt1352824,tt1255953,tt6515910,tt2326612"
nm1297579,Mikael Chr. Rieks,,,"producer,writer,editor","tt1441953,tt0479046,tt3841424,tt1706596"
nm1297771,Céline Garcia,,,writer,"tt0940657,tt7658400,tt0344854,tt0940656"
nm1297907,Steve Alpert,1950.0,,"miscellaneous,actor,producer","tt2013293,tt0119698,tt0087544,tt0495596"
nm1298270,Brooke Blair,1977.0,,"composer,music_department,soundtrack","tt5710514,tt2359024,tt5057140,tt4062536"
nm1298625,Pauline Chan,,,"actress,director,producer","tt1704161,tt0111478,tt0266915,tt0370032"
nm1299293,Amara Zaragoza,1980.0,,"actress,director,writer","tt7210448,tt0422401,tt0397442,tt0960136"
nm1299423,Tokuro Fujiwara,,,"producer,miscellaneous,director","tt1174954,tt0190703,tt0283064,tt0288518"
nm1299510,Genelia D'Souza,1987.0,,"actress,producer","tt0473367,tt1649353,tt0807943,tt0843326"
nm1299657,Robert O. Green,,,producer,"tt0814335,tt1073656,tt0348333,tt1139293"
nm1300009,Adil Hussain,,,"actor,producer","tt7213936,tt0454876,tt2181931,tt5997928"
nm1300301,Zayed Khan,1980.0,,"actor,producer","tt0345043,tt0347473,tt1223922,tt1499201"
nm1300606,Asger Leth,,,"writer,director,assistant_director","tt7076560,tt1568338,tt0479046"
nm1300956,Sanjay Masoomm,,,"writer,music_department,director","tt5460276,tt2203308,tt0432637,tt2574698"
nm1301035,Rob McKittrick,1973.0,,"writer,actor,producer","tt0348333,tt0784972,tt1149323,tt2854926"
nm1301264,Brian Mulroney,,,"animation_department,director,writer","tt0256562,tt0115641,tt0280123,tt0122353"
nm1301541,John Palmer,1885.0,1944.0,writer,tt0038109
nm1302591,Michael Sucsy,1973.0,,"director,writer,miscellaneous","tt1837492,tt1606389,tt7026672,tt0758751"
