tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes,metascore,country,primary_language,color,budget,opening_weekend_usa,gross_usa,cumulative_worldwide,tagline,summary,image_url
tt5774450,movie,Summer of 84,Summer of 84,0,2018,,105.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt5774450,6.7,33341,57,Canada,English,Color,,,,"$42,027",,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.","https://m.media-amazon.com/images/M/MV5BMTJhMmQyZDAtZTg3Mi00NzQwLWJkZWEtNzE5MTZhMzIyYTM2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,,130.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt5776858,7.5,111078,90,USA,English,Color,"$35,000,000","$216,495,","$21,198,205","$47,756,590",,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.","https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5783956,movie,When We First Met,When We First Met,0,2018,,97.0,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,https://www.imdb.com/title/tt5783956,6.4,42116,36,USA,English,Color,"$10,000,000",,,,All he needs is a second chance to be her first choice.,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.","https://m.media-amazon.com/images/M/MV5BMzM1OTI4NDM4Nl5BMl5BanBnXkFtZTgwMDAwODg2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5788792,tvSeries,The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel,0,2017,,57.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt5788792,8.7,77890,,USA,English,Color,,,,,,A housewife in 1958 decides to become a stand-up comic.,"https://m.media-amazon.com/images/M/MV5BZTFhMDdmODEtN2UwOS00ZjQwLTgxMGYtM2JlMGM3YTUyM2FjXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt5813916,movie,The Mountain II,Dag II,0,2016,,135.0,"Action,Drama,War",Action,Drama,War,https://www.imdb.com/title/tt5813916,8.8,104765,,Turkey,Turkish,Color,"TRL2,000,000",,,"$11,378,898","One dies, a thousand rises.","In a desolate war zone where screams of the innocent echo, seven Maroon Berets will dance with death on the very line between disaster and valor.","https://m.media-amazon.com/images/M/MV5BN2I2NGMzMTItNWI4YS00MWRiLTliZTEtNzhjODE3NDcyZjQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt5814060,movie,The Nun,The Nun,0,2018,,96.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,https://www.imdb.com/title/tt5814060,5.3,117555,46,USA,English,Color,"$22,000,000","$53,807,379,","$117,450,119","$365,551,694",Pray For Forgiveness,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,"https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5814534,movie,Spies in Disguise,Spies in Disguise,0,2019,,102.0,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt5814534,6.8,34010,54,USA,English,Color,"$100,000,000","$13,354,798,","$66,757,013","$171,616,764",...are saving the world on the fly.,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","https://m.media-amazon.com/images/M/MV5BNzg1MzM3OWUtNjgzZC00NjMzLWE1NzAtOThiMDgyMjhhZDBhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5816682,movie,Victoria & Abdul,Victoria & Abdul,0,2017,,111.0,"Biography,Drama,History",Biography,Drama,History,https://www.imdb.com/title/tt5816682,6.8,31781,58,UK,Arabic,Color,"$21,000,000","$158,845,","$22,245,070","$66,558,465",An extraordinary tale of a queen and her new best friend.,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,"https://m.media-amazon.com/images/M/MV5BMjA4NzY1NTQ1Nl5BMl5BanBnXkFtZTgwMTM3NTY0MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5825380,movie,Wonder Wheel,Wonder Wheel,0,2017,,101.0,Drama,Drama,,,https://www.imdb.com/title/tt5825380,6.2,25035,45,USA,English,Color,"$25,000,000","$125,570,","$1,404,061","$15,889,124",,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.","https://m.media-amazon.com/images/M/MV5BMTA2NjAyMDIzMzleQTJeQWpwZ15BbWU4MDg1NTEwNjMy._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5834204,tvSeries,The Handmaid's Tale,The Handmaid's Tale,0,2017,,60.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,https://www.imdb.com/title/tt5834204,8.4,168408,,USA,English,Color,,,,,This is not ordinary. (Season 1),"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.","https://m.media-amazon.com/images/M/MV5BMTU0MTI0MDAyM15BMl5BanBnXkFtZTgwMDg5MzYyNTM@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt5834262,movie,Hotel Artemis,Hotel Artemis,0,2018,,94.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt5834262,6.1,44633,58,UK,English,Color,"$15,000,000","$3,232,790,","$6,708,147","$13,313,581",Los Angeles 2028. A secret hospital for criminals with three simple rules: No guns. No cops. No killing the other patients.,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.","https://m.media-amazon.com/images/M/MV5BMDhhNWE3NmQtY2Y1OC00MzQ4LWJhNjktZWEzNjEzMTE3YWIyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5848272,movie,Ralph Breaks the Internet,Ralph Breaks the Internet,0,2018,,112.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt5848272,7.1,130090,71,USA,English,Color,"$175,000,000","$56,237,634,","$201,091,711","$529,323,962",Who broke the internet?,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.","https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5862312,movie,Verónica,Verónica,0,2017,,105.0,Horror,Horror,,,https://www.imdb.com/title/tt5862312,6.2,35680,,Spain,Spanish,Color,,,,"$6,123,089",Alguien respondió a tu llamada. [Someone answered your call.],"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.","https://m.media-amazon.com/images/M/MV5BMmRkMDQzYzItZDFhMS00YzM1LTk0ZGMtZmExMzdiNzEwOTE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt5865326,movie,The Laundromat,The Laundromat,0,2019,,95.0,"Comedy,Crime,Drama",Comedy,Crime,Drama,https://www.imdb.com/title/tt5865326,6.3,43321,57,USA,English,Color,,,,,Based on actual secrets,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.","https://m.media-amazon.com/images/M/MV5BMjFjMGVmYjUtNGVmYy00NTAwLWJhNjAtZGFkYjgzNzI3YTY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5884052,movie,Pokémon Detective Pikachu,Pokémon: Detective Pikachu,0,2019,,104.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt5884052,6.6,135615,53,USA,English,Color,"$150,000,000","$54,365,242,","$144,105,346","$433,005,346",,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.","https://m.media-amazon.com/images/M/MV5BNDU4Mzc3NzE5NV5BMl5BanBnXkFtZTgwMzE1NzI1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5886046,movie,Escape Room,Escape Room,0,2019,,99.0,"Action,Adventure,Horror",Action,Adventure,Horror,https://www.imdb.com/title/tt5886046,6.4,84150,48,USA,English,Color,"$9,000,000","$18,238,172,","$57,005,601","$155,712,077",You're invited to play for your life.,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,"https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5895028,movie,13th,13th,0,2016,,100.0,"Crime,Documentary,History",Crime,Documentary,History,https://www.imdb.com/title/tt5895028,8.3,31364,83,USA,English,Color,,,,$566,,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,"https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5929776,movie,Before the Flood,Before the Flood,0,2016,,96.0,"Documentary,News",Documentary,News,,https://www.imdb.com/title/tt5929776,8.3,26148,63,USA,English,Color,,,,$988,The Science is Clear. The Future is Not.,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems and native communities across the planet.","https://m.media-amazon.com/images/M/MV5BNDE3ODQxMjY4NF5BMl5BanBnXkFtZTgwNzU1Mzk5OTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt5932728,movie,The Professor and the Madman,The Professor and the Madman,0,2019,,124.0,"Biography,Drama",Biography,Drama,,https://www.imdb.com/title/tt5932728,7.3,33951,27,Ireland,English,Color,"$25,000,000",,,"$4,957,273",The Incredible True Story That Defined Our World.,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.","https://m.media-amazon.com/images/M/MV5BNjRjNWIxMWMtNzcxYi00NDYyLWFmMzAtZTRiZWZhZDMwZmVkXkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt5935704,movie,Padmaavat,Padmaavat,0,2018,,164.0,"Drama,History,Romance",Drama,History,Romance,https://www.imdb.com/title/tt5935704,7.0,27351,63,India,Hindi,Color,,"$4,493,384,","$11,846,060","$60,508,780",,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.","https://m.media-amazon.com/images/M/MV5BOWZjMjkwM2QtZTJiMy00MmI5LWI2YjEtMmY5NjNiYTE2NTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt5946128,movie,Dear Zindagi,Dear Zindagi,0,2016,,151.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt5946128,7.6,35856,,India,Hindi,Color,,"$977,862,","$2,376,479","$12,468,188",,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.","https://m.media-amazon.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt5962210,movie,Ingrid Goes West,Ingrid Goes West,0,2017,,98.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt5962210,6.6,35646,71,USA,English,Color,,"$135,301,","$3,024,308","$3,146,831",She'll Follow You,An unhinged social media stalker moves to LA and insinuates herself into the life of an Instagram star.,"https://m.media-amazon.com/images/M/MV5BNzE3Mzc5NTc4M15BMl5BanBnXkFtZTgwMDYwNzM3MjI@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt5968394,movie,Captive State,Captive State,0,2019,,109.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,https://www.imdb.com/title/tt5968394,6.0,47945,54,USA,English,Color,"$25,000,000","$3,131,525,","$5,958,315","$8,808,611","Ten years ago, they took our planet. Today, we take it back.","Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.","https://m.media-amazon.com/images/M/MV5BMTgyNjU0NTAxOV5BMl5BanBnXkFtZTgwNTc4MDIzNjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt5988370,movie,Reis,Reis,0,2017,,108.0,"Biography,Drama",Biography,Drama,,https://www.imdb.com/title/tt5988370,1.4,72290,,Turkey,Turkish,Color,"$8,000,000",,,"$538,551",,"A drama about the early life of Recep Tayyip Erdogan, the president of Turkey, focusing on his childhood in Istanbul, his political career as the mayor of Istanbul from 1994 to 1998, and his short imprisonment in 1999.","https://m.media-amazon.com/images/M/MV5BNDc2OGQ0OTgtY2JiOC00YTk0LWE0MTAtZWZhOTg2ZWZmMWJhXkEyXkFqcGdeQXVyNjg4NTAwODM@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt6000478,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",0,2017,,122.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,https://www.imdb.com/title/tt6000478,6.5,32817,58,Canada,English,Color,"$22,000,000","$61,999,","$11,962,778","$13,025,860","If you can't break the law, break the system.","Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.","https://m.media-amazon.com/images/M/MV5BMjMyNjkxMTg2NV5BMl5BanBnXkFtZTgwNjkyNTk0MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6048596,tvSeries,The Sinner,The Sinner,0,2017,,45.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt6048596,7.9,84216,,USA,English,Color,,,,,The sins of a child are never his alone. (Season 2),Anthology series that examines how and why ordinary people commit brutal crimes.,"https://m.media-amazon.com/images/M/MV5BODIwYmE0MGQtYmNhMS00ZjM4LWJkMzAtNjg5YzI4MzZjMjg3XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6048922,movie,Greyhound,Greyhound,0,2020,,91.0,"Action,Drama,History",Action,Drama,History,https://www.imdb.com/title/tt6048922,7.0,64090,64,USA,English,Color,"$50,300,000",,,,The Only Thing More Dangerous Than the Front Lines Was the Fight to Get There,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.","https://m.media-amazon.com/images/M/MV5BZTFkZjYxNWItZmE2MC00MGE4LWIxYTgtZmIzOWM1YmI2YWEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6053438,movie,First Reformed,First Reformed,0,2017,,113.0,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,https://www.imdb.com/title/tt6053438,7.1,47342,85,USA,English,Color,,"$97,562,","$3,448,256","$3,862,498","Forgive us, for we have sinned.","A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.","https://m.media-amazon.com/images/M/MV5BZDI1MGIyZDMtYjAyMy00ZWE1LTgzYjctYzM5MzczNjFjZWQwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6077448,tvSeries,Sacred Games,Sacred Games,0,2018,,50.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt6077448,8.7,74298,,India,Hindi,Color,,,,,The righteous. The ruthless. Everyone wants to play.,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.","https://m.media-amazon.com/images/M/MV5BMjJlMjJlMzYtNmU5Yy00N2MwLWJmMjEtNWUwZWIyMGViZDgyXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6079516,movie,I See You,I See You,0,2019,,98.0,"Crime,Drama,Horror",Crime,Drama,Horror,https://www.imdb.com/title/tt6079516,6.8,28375,65,USA,English,Color,"$3,000,000",,,"$1,098,207",True Evil Hides in Plain Sight,Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.,"https://m.media-amazon.com/images/M/MV5BNzVkOWM5YTEtMDdkNi00YjMzLWEzNWEtODEwN2IyZTc4Yjg2XkEyXkFqcGdeQXVyMjc5MTg0MzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6105098,movie,The Lion King,The Lion King,0,2019,,118.0,"Adventure,Animation,Drama",Adventure,Animation,Drama,https://www.imdb.com/title/tt6105098,6.9,208477,55,USA,English,Color,"$260,000,000","$191,770,759,","$543,638,043","$1,657,870,986",The King Has Returned.,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6107548,movie,Late Night,Late Night,0,2019,,102.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt6107548,6.5,28052,70,USA,English,Color,"$4,000,000","$246,305,","$15,499,454","$22,386,555",They're giving comedy a rewrite.,A late night talk show host suspects that she may soon lose her long-running show.,"https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6108178,movie,Disobedience,Disobedience,0,2017,,114.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt6108178,6.6,25083,74,Ireland,English,Color,"$6,000,000","$237,393,","$3,498,782","$8,003,180",Love is an act of defiance.,"A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.","https://m.media-amazon.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6133466,movie,The First Purge,The First Purge,0,2018,,97.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,https://www.imdb.com/title/tt6133466,5.2,54656,54,USA,English,Color,"$13,000,000","$17,374,280,","$69,488,745","$137,056,262",The movement that begun as a simple experiment...,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.","https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6139732,movie,Aladdin,Aladdin,0,2019,,128.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,https://www.imdb.com/title/tt6139732,6.9,225038,53,UK,English,Color,"$183,000,000","$91,500,929,","$355,559,216","$1,050,693,953",The magic comes to life,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"https://m.media-amazon.com/images/M/MV5BMjQ2ODIyMjY4MF5BMl5BanBnXkFtZTgwNzY4ODI2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6141246,movie,The Aeronauts,The Aeronauts,0,2019,,100.0,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt6141246,6.6,26644,60,UK,English,Color,,,,"$3,485,251",Inspired by a True Adventure,A balloon pilot and a scientist find themselves in a fight for survival while attempting to make discoveries in a gas balloon in the 1860s.,"https://m.media-amazon.com/images/M/MV5BMmJkM2M0OTUtNGI3NC00ZTNiLWI4MDUtMGI5MzM1MmQyNTliXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,,130.0,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt6146586,7.4,271840,73,USA,English,Color,"$75,000,000","$56,818,067,","$171,015,687","$327,281,779",Its the World Vs. Wick,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6148156,movie,Vikram Vedha,Vikram Vedha,0,2017,,147.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt6148156,8.5,27503,,India,Tamil,Color,"INR150,000,000",,,"$546,792","It's easy to choose between good and bad, and we both are bad guys. What would you do?","Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.","https://m.media-amazon.com/images/M/MV5BY2FiMTFmMzMtZDI2ZC00NDQyLWExYTUtOWNmZWM1ZDg5YjVjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6155172,movie,Roma,Roma,0,2018,,135.0,Drama,Drama,,,https://www.imdb.com/title/tt6155172,7.7,139100,96,Mexico,Spanish,Black and White,,,,"$1,140,769",There are periods in history that scar societies and moments in life that transform us as individuals.,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,"https://m.media-amazon.com/images/M/MV5BMTU0OTc3ODk4Ml5BMl5BanBnXkFtZTgwMzM4NzI5NjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6182908,movie,Smallfoot,Smallfoot,0,2018,,96.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt6182908,6.6,33702,60,USA,English,Color,"$80,000,000","$23,045,635,","$83,240,103","$214,040,103",Not every legend is a tall tale.,"A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.","https://m.media-amazon.com/images/M/MV5BNTVkYTZlZWItZTc0ZS00MTIzLThlNjItNmNkNDA5YzIwZGZjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6189022,movie,Angel Has Fallen,Angel Has Fallen,0,2019,,121.0,"Action,Thriller",Action,Thriller,,https://www.imdb.com/title/tt6189022,6.4,77748,45,USA,English,Color,"$40,000,000","$21,380,987,","$69,030,436","$146,661,977",He protected the President. Now he must save himself.,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,"https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6212478,movie,American Animals,American Animals,0,2018,,116.0,"Biography,Crime,Drama",Biography,Crime,Drama,https://www.imdb.com/title/tt6212478,7.0,37970,68,UK,English,Color,,"$134,793,","$2,856,954","$4,080,073",You don't know where the line is until you cross it,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6214928,movie,1922,1922,0,2017,,102.0,"Crime,Drama,Horror",Crime,Drama,Horror,https://www.imdb.com/title/tt6214928,6.3,52632,70,USA,English,Color,,,,,,"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.","https://m.media-amazon.com/images/M/MV5BYTFmYmJkM2YtYzFjNS00NGI2LThiOWMtNGVhZDZiOGI0NDBhXkEyXkFqcGdeQXVyNjU1OTMzNDU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6217306,movie,Apostle,Apostle,0,2018,,130.0,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,https://www.imdb.com/title/tt6217306,6.3,43071,62,UK,English,Color,,,,,Your God Can't Help You.,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.","https://m.media-amazon.com/images/M/MV5BMTY1NDk0NjI4MV5BMl5BanBnXkFtZTgwNjUyNzMwNjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6226232,tvSeries,Young Sheldon,Young Sheldon,0,2017,,30.0,Comedy,Comedy,,,https://www.imdb.com/title/tt6226232,7.4,33608,,USA,English,Color,,,,,,Meet a child genius named Sheldon Cooper; (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon who seems socially impaired.,"https://m.media-amazon.com/images/M/MV5BZDg3MGNhYjItZGU2Yi00MzU4LWE4NGUtYjA2OTVjNGUyMjE4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6257970,tvSeries,The End of the F***ing World,The End of the F***ing World,0,2017,2019.0,25.0,"Adventure,Comedy,Crime",Adventure,Comedy,Crime,https://www.imdb.com/title/tt6257970,8.1,142682,,UK,English,Color,,,,,,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR16,0,182,268_AL_.jpg"
tt6259380,movie,Code 8,Code 8,0,2019,,98.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt6259380,6.1,33251,48,Canada,English,Color,,,,"$157,209",Fear is the most dangerous power,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,"https://m.media-amazon.com/images/M/MV5BNmQ2NWMyZDgtNWQ5My00ZmQwLWE0MTQtN2ZiNjY2ODc0Y2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt6265828,movie,A Ghost Story,A Ghost Story,0,2017,,92.0,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,https://www.imdb.com/title/tt6265828,6.9,60521,84,USA,English,Color,"$100,000","$104,030,","$1,596,371","$1,951,683",It's all about time.,"In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.","https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
